county_fips,2_or_more_cars_p,0_or_1_car_p,EV DC Fast Count,EV Level1 EVSE Num,EV Level2 EVSE Num,nhb_percentage,hisp_percentage,pov_percentage,white_percentage,state_y,county_name,state_po,party,state_party
01053,0.5175752159666369,0.48242478403336314,0.0,0.0,1.0,0.3191170167166738,0.022449635662237462,0.22149592798971282,0.6022288898414059,ALABAMA,ESCAMBIA,AL,REPUBLICAN,REPUBLICAN
01055,0.6273564226216573,0.3726435773783428,2.0,0.0,2.0,0.15364439133855973,0.03769222549276756,0.17023674214826257,0.7807925081844588,ALABAMA,ETOWAH,AL,REPUBLICAN,REPUBLICAN
01057,0.6355261263854901,0.36447387361450984,0.0,0.0,0.0,0.11202894181489298,0.01718420259270425,0.19644256858607176,0.8466686765149232,ALABAMA,FAYETTE,AL,REPUBLICAN,REPUBLICAN
01059,0.6581623550401428,0.34183764495985725,0.0,0.0,0.0,0.042419630968232834,0.1690761524316784,0.19970198465538014,0.7708135184832922,ALABAMA,FRANKLIN,AL,REPUBLICAN,REPUBLICAN
01061,0.6408054203645386,0.3591945796354614,0.0,0.0,2.0,0.09316371597901174,0.03876788343210902,0.23713714091578272,0.8393416632063719,ALABAMA,GENEVA,AL,REPUBLICAN,REPUBLICAN
01063,0.4900169204737733,0.5099830795262267,2.0,0.0,0.0,0.7959886066935675,0.016971279373368148,0.3827438879658201,0.17149299786375505,ALABAMA,GREENE,AL,DEMOCRAT,REPUBLICAN
01065,0.5100742311770944,0.4899257688229056,0.0,0.0,0.0,0.587290924968093,0.008732451131860013,0.25586081816349837,0.3961845905823873,ALABAMA,HALE,AL,DEMOCRAT,REPUBLICAN
01067,0.6549707602339181,0.34502923976608185,0.0,0.0,0.0,0.276045316514833,0.026162111656155104,0.13256248540060733,0.6893833216538192,ALABAMA,HENRY,AL,REPUBLICAN,REPUBLICAN
01069,0.5852291544595318,0.4147708455404682,14.0,0.0,3.0,0.2672397270775836,0.032936599202698556,0.18124233363998773,0.6691390677706225,ALABAMA,HOUSTON,AL,REPUBLICAN,REPUBLICAN
01071,0.6492291282846891,0.3507708717153108,2.0,0.0,2.0,0.034533727492609516,0.028890083310937918,0.19998464314508388,0.8933274465389488,ALABAMA,JACKSON,AL,REPUBLICAN,REPUBLICAN
01073,0.5655823151569039,0.43441768484309606,41.0,0.0,61.0,0.42544537590999737,0.03795772641583774,0.16624993180702297,0.501388105932486,ALABAMA,JEFFERSON,AL,DEMOCRAT,REPUBLICAN
01075,0.6221961834616672,0.3778038165383328,0.0,0.0,0.0,0.11182085695830044,0.015646307327926507,0.20928730352400776,0.8599009545682911,ALABAMA,LAMAR,AL,REPUBLICAN,REPUBLICAN
01077,0.6354312717453394,0.36456872825466063,0.0,0.0,12.0,0.0991845331317168,0.026051736242371875,0.1480045363719825,0.8478803261867474,ALABAMA,LAUDERDALE,AL,REPUBLICAN,REPUBLICAN
01079,0.6520177972055266,0.3479822027944735,0.0,0.0,0.0,0.10898073618522203,0.021313798197220464,0.16604865695939225,0.765427632570619,ALABAMA,LAWRENCE,AL,REPUBLICAN,REPUBLICAN
01081,0.6380846512724638,0.3619153487275361,0.0,0.0,28.0,0.22844927709103693,0.036820330598228354,0.2060117900393629,0.6742232573907475,ALABAMA,LEE,AL,REPUBLICAN,REPUBLICAN
01083,0.69551142376891,0.3044885762310901,12.0,0.0,3.0,0.1333125564200662,0.05888105575377208,0.133086876155268,0.768967888922323,ALABAMA,LIMESTONE,AL,REPUBLICAN,REPUBLICAN
01085,0.5114832535885168,0.48851674641148324,0.0,0.0,0.0,0.7411098085189527,0.006838608831574834,0.27549824150058616,0.2447245017584994,ALABAMA,LOWNDES,AL,DEMOCRAT,REPUBLICAN
01087,0.4857928505957837,0.5142071494042163,0.0,0.0,0.0,0.8178335257688675,0.017214233231867323,0.22577936391308912,0.15597774745460272,ALABAMA,MACON,AL,DEMOCRAT,REPUBLICAN
01089,0.6204494134493583,0.3795505865506416,0.0,0.0,46.0,0.23854178319722563,0.04836670768542343,0.12853786777044413,0.6491637767088041,ALABAMA,MADISON,AL,REPUBLICAN,REPUBLICAN
01091,0.48686920700308955,0.5131307929969104,0.0,0.0,0.0,0.5383355512334937,0.00588596581021599,0.21501689016275974,0.4499436994574675,ALABAMA,MARENGO,AL,DEMOCRAT,REPUBLICAN
01093,0.6339665902391091,0.36603340976089094,0.0,0.0,0.0,0.03494076422492908,0.02509594526948106,0.17166694476889705,0.9197063240447189,ALABAMA,MARION,AL,REPUBLICAN,REPUBLICAN
01095,0.6404172397982577,0.35958276020174235,1.0,0.0,7.0,0.025813232434704923,0.13622365862630723,0.2139261127752378,0.8124126333490987,ALABAMA,MARSHALL,AL,REPUBLICAN,REPUBLICAN
01097,0.5791915600875307,0.4208084399124693,12.0,0.0,36.0,0.3535435140681861,0.028874328062335558,0.18860798873291065,0.5715226246144423,ALABAMA,MOBILE,AL,REPUBLICAN,REPUBLICAN
01099,0.5502515646091545,0.4497484353908455,0.0,0.0,0.0,0.4078653774637412,0.014038676087764969,0.30499256229081445,0.54337114168836,ALABAMA,MONROE,AL,REPUBLICAN,REPUBLICAN
01101,0.5450882172872489,0.4549117827127512,5.0,0.0,9.0,0.5750966110134352,0.03414543868230069,0.2004001039917864,0.345433394582733,ALABAMA,MONTGOMERY,AL,DEMOCRAT,REPUBLICAN
01103,0.6617666389168821,0.3382333610831179,2.0,0.0,8.0,0.12710498480549354,0.08135357028928325,0.15043400883128222,0.7597001393529322,ALABAMA,MORGAN,AL,REPUBLICAN,REPUBLICAN
01105,0.42026632023384214,0.5797336797661579,0.0,0.0,0.0,0.6924942019818681,0.00938224752266498,0.3811933375500738,0.2949609951507485,ALABAMA,PERRY,AL,DEMOCRAT,REPUBLICAN
01107,0.5977423638778221,0.40225763612217796,0.0,0.0,0.0,0.4014188590008868,0.04591585377869741,0.21824810326140506,0.538230367523894,ALABAMA,PICKENS,AL,REPUBLICAN,REPUBLICAN
01109,0.525591062613666,0.4744089373863341,0.0,0.0,2.0,0.3790378109750621,0.007873544292428824,0.25069604526539535,0.5617758883932581,ALABAMA,PIKE,AL,REPUBLICAN,REPUBLICAN
01111,0.6564850167765822,0.3435149832234178,0.0,0.0,0.0,0.19549038717108178,0.02945866926552671,0.17329671303269248,0.7526800744219013,ALABAMA,RANDOLPH,AL,REPUBLICAN,REPUBLICAN
01113,0.5686895338610378,0.4313104661389622,0.0,0.0,2.0,0.4257983611907993,0.0535962757459674,0.19739577070413825,0.46989504062666415,ALABAMA,RUSSELL,AL,DEMOCRAT,REPUBLICAN
01115,0.6983090886485142,0.3016909113514858,9.0,0.0,3.0,0.09405997296863904,0.02392733603646943,0.12906329461892654,0.8602959704945823,ALABAMA,ST. CLAIR,AL,REPUBLICAN,REPUBLICAN
01117,0.7137677458890819,0.2862322541109182,0.0,0.0,6.0,0.11912279123927275,0.05739346116888588,0.08310573177254675,0.7812989619475436,ALABAMA,SHELBY,AL,REPUBLICAN,REPUBLICAN
01119,0.45234792946304736,0.5476520705369526,0.0,0.0,0.0,0.7196765498652291,0.0010011551790527532,0.2920292645360031,0.24651520985752792,ALABAMA,SUMTER,AL,DEMOCRAT,REPUBLICAN
01121,0.6048014773776547,0.39519852262234534,0.0,0.0,1.0,0.3226214857568423,0.022565630236455036,0.1911624154409483,0.6287469744926457,ALABAMA,TALLADEGA,AL,REPUBLICAN,REPUBLICAN
01123,0.6124148832684825,0.3875851167315175,0.0,0.0,0.0,0.27099123929520624,0.023476720149621027,0.2000935131410572,0.6890441972635102,ALABAMA,TALLAPOOSA,AL,REPUBLICAN,REPUBLICAN
01125,0.6060735848795922,0.3939264151204079,17.0,0.0,29.0,0.31548932414542247,0.036064651598104874,0.16515932555173535,0.6195875138812781,ALABAMA,TUSCALOOSA,AL,REPUBLICAN,REPUBLICAN
